graph_assertion_id,attack_id,first_seen_version
e5_llama::AnnoCTR::RAG::bosch_29__s18::T1497,T1497,v4.0
e5_llama::AnnoCTR::RAG::bosch_29__s19::T1027,T1027,v4.0
e5_llama::AnnoCTR::RAG::bosch_29__s19::T1189,T1189,v4.0
e5_llama::AnnoCTR::RAG::bosch_29__s20::T1059,T1059,v4.0
e5_llama::AnnoCTR::RAG::bosch_29__s24::T1204,T1204,v4.0
e5_llama::AnnoCTR::RAG::bosch_29__s27::T1204,T1204,v4.0
e5_llama::AnnoCTR::RAG::bosch_29__s27::T1218,T1218,v4.0
e5_llama::AnnoCTR::RAG::bosch_29__s3::T1104,T1104,v4.0
e5_llama::AnnoCTR::RAG::bosch_29__s3::T1608,T1608,v4.0
e5_llama::AnnoCTR::RAG::bosch_29__s30::T1203,T1203,v4.0
e5_llama::AnnoCTR::RAG::bosch_29__s32::T1204,T1204,v4.0
e5_llama::AnnoCTR::RAG::bosch_29__s32::T1218,T1218,v4.0
e5_llama::AnnoCTR::RAG::bosch_29__s32::T1574,T1574,v4.0
e5_llama::AnnoCTR::RAG::bosch_29__s34::T1189,T1189,v4.0
e5_llama::AnnoCTR::RAG::bosch_29__s4::T1104,T1104,v4.0
e5_llama::AnnoCTR::RAG::bosch_29__s4::T1105,T1105,v4.0
e5_llama::AnnoCTR::RAG::bosch_29__s4::T1189,T1189,v4.0
e5_llama::AnnoCTR::RAG::bosch_29__s4::T1608,T1608,v4.0
e5_llama::AnnoCTR::RAG::bosch_29__s5::T1027,T1027,v4.0
e5_llama::AnnoCTR::RAG::bosch_29__s5::T1496,T1496,v4.0
e5_llama::AnnoCTR::RAG::bosch_29__s5::T1497,T1497,v4.0
e5_llama::AnnoCTR::RAG::bosch_2__s1::T1005,T1005,v4.0
e5_llama::AnnoCTR::RAG::bosch_2__s14::T1587,T1587,v4.0
e5_llama::AnnoCTR::RAG::bosch_2__s14::T1588,T1588,v4.0
e5_llama::AnnoCTR::RAG::bosch_2__s21::T1583,T1583,v4.0
e5_llama::AnnoCTR::RAG::bosch_2__s21::T1588,T1588,v4.0
e5_llama::AnnoCTR::RAG::bosch_2__s24::T1566,T1566,v4.0
e5_llama::AnnoCTR::RAG::bosch_2__s28::T1566,T1566,v4.0
e5_llama::AnnoCTR::RAG::bosch_2__s29::T1078,T1078,v4.0
e5_llama::AnnoCTR::RAG::bosch_2__s29::T1566,T1566,v4.0
e5_llama::AnnoCTR::RAG::bosch_2__s34::T1486,T1486,v4.0
e5_llama::AnnoCTR::RAG::bosch_2__s4::T1496,T1496,v4.0
e5_llama::AnnoCTR::RAG::bosch_2__s8::T1003,T1003,v4.0
e5_llama::AnnoCTR::RAG::bosch_30__s0::T1486,T1486,v4.0
e5_llama::AnnoCTR::RAG::bosch_30__s11::T1486,T1486,v4.0
e5_llama::AnnoCTR::RAG::bosch_30__s12::T1486,T1486,v4.0
e5_llama::AnnoCTR::RAG::bosch_30__s13::T1106,T1106,v4.0
e5_llama::AnnoCTR::RAG::bosch_30__s13::T1134,T1134,v4.0
e5_llama::AnnoCTR::RAG::bosch_30__s13::T1222,T1222,v4.0
e5_llama::AnnoCTR::RAG::bosch_30__s13::T1486,T1486,v4.0
e5_llama::AnnoCTR::RAG::bosch_30__s13::T1543,T1543,v4.0
e5_llama::AnnoCTR::RAG::bosch_30__s17::T1573,T1573,v4.0
e5_llama::AnnoCTR::RAG::bosch_30__s2::T1486,T1486,v4.0
e5_llama::AnnoCTR::RAG::bosch_30__s22::T1132,T1132,v4.0
e5_llama::AnnoCTR::RAG::bosch_30__s22::T1573,T1573,v4.0
e5_llama::AnnoCTR::RAG::bosch_30__s23::T1486,T1486,v4.0
e5_llama::AnnoCTR::RAG::bosch_30__s24::T1486,T1486,v4.0
e5_llama::AnnoCTR::RAG::bosch_30__s25::T1486,T1486,v4.0
e5_llama::AnnoCTR::RAG::bosch_30__s26::T1583,T1583,v4.0
e5_llama::AnnoCTR::RAG::bosch_30__s30::T1486,T1486,v4.0
e5_llama::AnnoCTR::RAG::bosch_30__s7::T1219,T1219,v4.0
e5_llama::AnnoCTR::RAG::bosch_30__s8::T1047,T1047,v4.0
e5_llama::AnnoCTR::RAG::bosch_30__s8::T1059,T1059,v4.0
e5_llama::AnnoCTR::RAG::bosch_31__s1::T1204,T1204,v4.0
e5_llama::AnnoCTR::RAG::bosch_31__s1::T1566,T1566,v4.0
e5_llama::AnnoCTR::RAG::bosch_31__s13::T1543,T1543,v4.0
e5_llama::AnnoCTR::RAG::bosch_31__s14::T1547,T1547,v4.0
e5_llama::AnnoCTR::RAG::bosch_31__s15::T1204,T1204,v4.0
e5_llama::AnnoCTR::RAG::bosch_31__s18::T1016,T1016,v4.0
e5_llama::AnnoCTR::RAG::bosch_31__s19::T1552,T1552,v4.0
e5_llama::AnnoCTR::RAG::bosch_31__s19::T1555,T1555,v4.0
e5_llama::AnnoCTR::RAG::bosch_31__s20::T1204,T1204,v4.0
e5_llama::AnnoCTR::RAG::bosch_31__s21::T1204,T1204,v4.0
e5_llama::AnnoCTR::RAG::bosch_31__s24::T1003,T1003,v4.0
e5_llama::AnnoCTR::RAG::bosch_31__s28::T1003,T1003,v4.0
e5_llama::AnnoCTR::RAG::bosch_31__s28::T1486,T1486,v4.0
e5_llama::AnnoCTR::RAG::bosch_31__s31::T1140,T1140,v4.0
e5_llama::AnnoCTR::RAG::bosch_31__s31::T1486,T1486,v4.0
e5_llama::AnnoCTR::RAG::bosch_31__s33::T1217,T1217,v4.0
e5_llama::AnnoCTR::RAG::bosch_31__s33::T1539,T1539,v4.0
e5_llama::AnnoCTR::RAG::bosch_31__s34::T1083,T1083,v4.0
e5_llama::AnnoCTR::RAG::bosch_31__s39::T1106,T1106,v4.0
e5_llama::AnnoCTR::RAG::bosch_31__s4::T1539,T1539,v4.0
e5_llama::AnnoCTR::RAG::bosch_31__s40::T1041,T1041,v4.0
e5_llama::AnnoCTR::RAG::bosch_31__s42::T1105,T1105,v4.0
e5_llama::AnnoCTR::RAG::bosch_31__s42::T1608,T1608,v4.0
e5_llama::AnnoCTR::RAG::bosch_31__s45::T1204,T1204,v4.0
e5_llama::AnnoCTR::RAG::bosch_31__s46::T1204,T1204,v4.0
e5_llama::AnnoCTR::RAG::bosch_31__s6::T1056,T1056,v4.0
e5_llama::AnnoCTR::RAG::bosch_31__s7::T1204,T1204,v4.0
e5_llama::AnnoCTR::RAG::bosch_32__s0::T1195,T1195,v4.0
e5_llama::AnnoCTR::RAG::bosch_32__s14::T1195,T1195,v4.0
e5_llama::AnnoCTR::RAG::bosch_32__s19::T1499,T1499,v4.0
e5_llama::AnnoCTR::RAG::bosch_32__s24::T1195,T1195,v4.0
e5_llama::AnnoCTR::RAG::bosch_32__s24::T1204,T1204,v4.0
e5_llama::AnnoCTR::RAG::bosch_32__s6::T1203,T1203,v4.0
e5_llama::AnnoCTR::RAG::bosch_32__s7::T1195,T1195,v4.0
e5_llama::AnnoCTR::RAG::bosch_33__s1::T1562,T1562,v4.0
e5_llama::AnnoCTR::RAG::bosch_33__s10::T1562,T1562,v4.0
e5_llama::AnnoCTR::RAG::bosch_33__s15::T1041,T1041,v4.0
e5_llama::AnnoCTR::RAG::bosch_33__s15::T1132,T1132,v4.0
e5_llama::AnnoCTR::RAG::bosch_33__s15::T1573,T1573,v4.0
e5_llama::AnnoCTR::RAG::bosch_33__s16::T1048,T1048,v4.0
e5_llama::AnnoCTR::RAG::bosch_33__s16::T1567,T1567,v4.0
e5_llama::AnnoCTR::RAG::bosch_33__s16::T1573,T1573,v4.0
e5_llama::AnnoCTR::RAG::bosch_33__s17::T1204,T1204,v4.0
e5_llama::AnnoCTR::RAG::bosch_33__s4::T1195,T1195,v4.0
e5_llama::AnnoCTR::RAG::bosch_33__s4::T1566,T1566,v4.0
e5_llama::AnnoCTR::RAG::bosch_33__s7::T1114,T1114,v4.0
e5_llama::AnnoCTR::RAG::bosch_3__s10::T1583,T1583,v4.0
e5_llama::AnnoCTR::RAG::bosch_3__s16::T1005,T1005,v4.0
e5_llama::AnnoCTR::RAG::bosch_3__s16::T1518,T1518,v4.0
e5_llama::AnnoCTR::RAG::bosch_3__s17::T1195,T1195,v4.0
e5_llama::AnnoCTR::RAG::bosch_3__s17::T1199,T1199,v4.0
e5_llama::AnnoCTR::RAG::bosch_3__s17::T1588,T1588,v4.0
e5_llama::AnnoCTR::RAG::bosch_3__s22::T1589,T1589,v4.0
e5_llama::AnnoCTR::RAG::bosch_3__s23::T1589,T1589,v4.0
e5_llama::AnnoCTR::RAG::bosch_3__s25::T1566,T1566,v4.0
e5_llama::AnnoCTR::RAG::bosch_3__s27::T1078,T1078,v4.0
e5_llama::AnnoCTR::RAG::bosch_3__s28::T1078,T1078,v4.0
e5_llama::AnnoCTR::RAG::bosch_3__s29::T1003,T1003,v4.0
e5_llama::AnnoCTR::RAG::bosch_3__s29::T1606,T1606,v4.0
e5_llama::AnnoCTR::RAG::bosch_3__s30::T1528,T1528,v4.0
e5_llama::AnnoCTR::RAG::bosch_3__s30::T1606,T1606,v4.0
e5_llama::AnnoCTR::RAG::bosch_3__s32::T1105,T1105,v4.0
e5_llama::AnnoCTR::RAG::bosch_3__s32::T1210,T1210,v4.0
e5_llama::AnnoCTR::RAG::bosch_3__s37::T1567,T1567,v4.0
e5_llama::AnnoCTR::RAG::bosch_3__s4::T1589,T1589,v4.0
e5_llama::AnnoCTR::RAG::bosch_3__s9::T1078,T1078,v4.0
e5_llama::AnnoCTR::RAG::bosch_4__s1::T1078,T1078,v4.0
e5_llama::AnnoCTR::RAG::bosch_4__s104::T1210,T1210,v4.0
e5_llama::AnnoCTR::RAG::bosch_4__s106::T1005,T1005,v4.0
e5_llama::AnnoCTR::RAG::bosch_4__s108::T1486,T1486,v4.0
e5_llama::AnnoCTR::RAG::bosch_4__s109::T1049,T1049,v4.0
e5_llama::AnnoCTR::RAG::bosch_4__s11::T1199,T1199,v4.0
e5_llama::AnnoCTR::RAG::bosch_4__s113::T1003,T1003,v4.0
e5_llama::AnnoCTR::RAG::bosch_4__s113::T1110,T1110,v4.0
e5_llama::AnnoCTR::RAG::bosch_4__s115::T1074,T1074,v4.0
e5_llama::AnnoCTR::RAG::bosch_4__s116::T1048,T1048,v4.0
e5_llama::AnnoCTR::RAG::bosch_4__s116::T1560,T1560,v4.0
e5_llama::AnnoCTR::RAG::bosch_4__s118::T1204,T1204,v4.0
e5_llama::AnnoCTR::RAG::bosch_4__s118::T1486,T1486,v4.0
e5_llama::AnnoCTR::RAG::bosch_4__s119::T1053,T1053,v4.0
e5_llama::AnnoCTR::RAG::bosch_4__s123::T1113,T1113,v4.0
e5_llama::AnnoCTR::RAG::bosch_4__s124::T1105,T1105,v4.0
e5_llama::AnnoCTR::RAG::bosch_4__s124::T1594,T1594,v4.0
e5_llama::AnnoCTR::RAG::bosch_4__s138::T1204,T1204,v4.0
e5_llama::AnnoCTR::RAG::bosch_4__s139::T1486,T1486,v4.0
e5_llama::AnnoCTR::RAG::bosch_4__s144::T1486,T1486,v4.0
e5_llama::AnnoCTR::RAG::bosch_4__s17::T1486,T1486,v4.0
e5_llama::AnnoCTR::RAG::bosch_4__s20::T1102,T1102,v4.0
e5_llama::AnnoCTR::RAG::bosch_4__s3::T1204,T1204,v4.0
e5_llama::AnnoCTR::RAG::bosch_4__s33::T1571,T1571,v4.0
e5_llama::AnnoCTR::RAG::bosch_4__s45::T1486,T1486,v4.0
e5_llama::AnnoCTR::RAG::bosch_4__s52::T1486,T1486,v4.0
e5_llama::AnnoCTR::RAG::bosch_4__s58::T1589,T1589,v4.0
e5_llama::AnnoCTR::RAG::bosch_4__s60::T1070,T1070,v4.0
e5_llama::AnnoCTR::RAG::bosch_4__s65::T1189,T1189,v4.0
e5_llama::AnnoCTR::RAG::bosch_4__s71::T1586,T1586,v4.0
e5_llama::AnnoCTR::RAG::bosch_4__s73::T1195,T1195,v4.0
e5_llama::AnnoCTR::RAG::bosch_4__s79::T1486,T1486,v4.0
e5_llama::AnnoCTR::RAG::bosch_4__s90::T1189,T1189,v4.0
e5_llama::AnnoCTR::RAG::bosch_4__s97::T1486,T1486,v4.0
e5_llama::AnnoCTR::RAG::bosch_4__s99::T1562,T1562,v4.0
e5_llama::AnnoCTR::RAG::bosch_5__s13::T1566,T1566,v4.0
e5_llama::AnnoCTR::RAG::bosch_5__s5::T1486,T1486,v4.0
e5_llama::AnnoCTR::RAG::bosch_5__s9::T1195,T1195,v4.0
e5_llama::AnnoCTR::RAG::bosch_6__s0::T1195,T1195,v4.0
e5_llama::AnnoCTR::RAG::bosch_6__s12::T1219,T1219,v4.0
e5_llama::AnnoCTR::RAG::bosch_6__s18::T1068,T1068,v4.0
e5_llama::AnnoCTR::RAG::bosch_6__s21::T1003,T1003,v4.0
e5_llama::AnnoCTR::RAG::bosch_6__s21::T1552,T1552,v4.0
e5_llama::AnnoCTR::RAG::bosch_6__s21::T1588,T1588,v4.0
e5_llama::AnnoCTR::RAG::bosch_6__s23::T1489,T1489,v4.0
e5_llama::AnnoCTR::RAG::bosch_6__s25::T1571,T1571,v4.0
e5_llama::AnnoCTR::RAG::bosch_6__s26::T1190,T1190,v4.0
e5_llama::AnnoCTR::RAG::bosch_6__s28::T1562,T1562,v4.0
e5_llama::AnnoCTR::RAG::bosch_6__s8::T1189,T1189,v4.0
e5_llama::AnnoCTR::RAG::bosch_6__s8::T1195,T1195,v4.0
e5_llama::AnnoCTR::RAG::bosch_7__s0::T1562,T1562,v4.0
e5_llama::AnnoCTR::RAG::bosch_7__s1::T1562,T1562,v4.0
e5_llama::AnnoCTR::RAG::bosch_7__s12::T1114,T1114,v4.0
e5_llama::AnnoCTR::RAG::bosch_7__s12::T1566,T1566,v4.0
e5_llama::AnnoCTR::RAG::bosch_7__s14::T1486,T1486,v4.0
e5_llama::AnnoCTR::RAG::bosch_7__s15::T1204,T1204,v4.0
e5_llama::AnnoCTR::RAG::bosch_7__s16::T1204,T1204,v4.0
e5_llama::AnnoCTR::RAG::bosch_7__s17::T1059,T1059,v4.0
e5_llama::AnnoCTR::RAG::bosch_7__s17::T1204,T1204,v4.0
e5_llama::AnnoCTR::RAG::bosch_7__s22::T1027,T1027,v4.0
e5_llama::AnnoCTR::RAG::bosch_7__s24::T1104,T1104,v4.0
e5_llama::AnnoCTR::RAG::bosch_7__s24::T1573,T1573,v4.0
e5_llama::AnnoCTR::RAG::bosch_7__s26::T1573,T1573,v4.0
e5_llama::AnnoCTR::RAG::bosch_7__s28::T1572,T1572,v4.0
e5_llama::AnnoCTR::RAG::bosch_7__s29::T1041,T1041,v4.0
e5_llama::AnnoCTR::RAG::bosch_7__s29::T1132,T1132,v4.0
e5_llama::AnnoCTR::RAG::bosch_7__s3::T1562,T1562,v4.0
e5_llama::AnnoCTR::RAG::bosch_7__s31::T1132,T1132,v4.0
e5_llama::AnnoCTR::RAG::bosch_7__s31::T1573,T1573,v4.0
e5_llama::AnnoCTR::RAG::bosch_7__s32::T1104,T1104,v4.0
e5_llama::AnnoCTR::RAG::bosch_7__s37::T1057,T1057,v4.0
e5_llama::AnnoCTR::RAG::bosch_7__s42::T1041,T1041,v4.0
e5_llama::AnnoCTR::RAG::bosch_7__s42::T1074,T1074,v4.0
e5_llama::AnnoCTR::RAG::bosch_7__s42::T1573,T1573,v4.0
e5_llama::AnnoCTR::RAG::bosch_7__s46::T1055,T1055,v4.0
e5_llama::AnnoCTR::RAG::bosch_7__s46::T1620,T1620,v4.0
e5_llama::AnnoCTR::RAG::bosch_7__s47::T1059,T1059,v4.0
e5_llama::AnnoCTR::RAG::bosch_7__s48::T1204,T1204,v4.0
e5_llama::AnnoCTR::RAG::bosch_7__s49::T1055,T1055,v4.0
e5_llama::AnnoCTR::RAG::bosch_7__s5::T1573,T1573,v4.0
e5_llama::AnnoCTR::RAG::bosch_7__s50::T1112,T1112,v4.0
e5_llama::AnnoCTR::RAG::bosch_7__s53::T1204,T1204,v4.0
e5_llama::AnnoCTR::RAG::bosch_7__s55::T1057,T1057,v4.0
e5_llama::AnnoCTR::RAG::bosch_7__s55::T1059,T1059,v4.0
e5_llama::AnnoCTR::RAG::bosch_7__s55::T1218,T1218,v4.0
e5_llama::AnnoCTR::RAG::bosch_7__s56::T1112,T1112,v4.0
e5_llama::AnnoCTR::RAG::bosch_7__s57::T1547,T1547,v4.0
e5_llama::AnnoCTR::RAG::bosch_7__s58::T1059,T1059,v4.0
e5_llama::AnnoCTR::RAG::bosch_7__s8::T1003,T1003,v4.0
e5_llama::AnnoCTR::RAG::bosch_7__s8::T1204,T1204,v4.0
e5_llama::AnnoCTR::RAG::bosch_7__s8::T1562,T1562,v4.0
e5_llama::AnnoCTR::RAG::bosch_8__s1::T1204,T1204,v4.0
e5_llama::AnnoCTR::RAG::bosch_8__s10::T1059,T1059,v4.0
e5_llama::AnnoCTR::RAG::bosch_8__s11::T1140,T1140,v4.0
e5_llama::AnnoCTR::RAG::bosch_8__s12::T1059,T1059,v4.0
e5_llama::AnnoCTR::RAG::bosch_8__s14::T1027,T1027,v4.0
e5_llama::AnnoCTR::RAG::bosch_8__s14::T1140,T1140,v4.0
e5_llama::AnnoCTR::RAG::bosch_8__s17::T1055,T1055,v4.0
e5_llama::AnnoCTR::RAG::bosch_8__s18::T1055,T1055,v4.0
e5_llama::AnnoCTR::RAG::bosch_8__s18::T1218,T1218,v4.0
e5_llama::AnnoCTR::RAG::bosch_8__s2::T1203,T1203,v4.0
e5_llama::AnnoCTR::RAG::bosch_8__s4::T1059,T1059,v4.0
e5_llama::AnnoCTR::RAG::bosch_9__s10::T1571,T1571,v4.0
e5_llama::AnnoCTR::RAG::bosch_9__s12::T1547,T1547,v4.0
e5_llama::AnnoCTR::RAG::bosch_9__s16::T1059,T1059,v4.0
e5_llama::AnnoCTR::RAG::bosch_9__s18::T1059,T1059,v4.0
e5_llama::AnnoCTR::RAG::bosch_9__s2::T1497,T1497,v4.0
e5_llama::AnnoCTR::RAG::bosch_9__s23::T1587,T1587,v4.0
e5_llama::AnnoCTR::RAG::bosch_9__s3::T1027,T1027,v4.0
e5_llama::AnnoCTR::RAG::bosch_9__s6::T1027,T1027,v4.0
e5_llama::AnnoCTR::RAG::bosch_9__s6::T1104,T1104,v4.0
e5_llama::AnnoCTR::RAG::bosch_9__s8::T1140,T1140,v4.0
e5_llama::AnnoCTR::RAG::bosch_9__s9::T1543,T1543,v4.0
e5_llama::AnnoCTR::RAG::bosch_9__s9::T1608,T1608,v4.0
e5_llama::AnnoCTR::RAG::bosch_9__s9::T1620,T1620,v4.0
e5_llama::AnnoCTR::RAG+FSP::bosch_0__s0::T1195,T1195,v4.0
e5_llama::AnnoCTR::RAG+FSP::bosch_0__s10::T1588,T1588,v4.0
e5_llama::AnnoCTR::RAG+FSP::bosch_0__s3::T1195,T1195,v4.0
e5_llama::AnnoCTR::RAG+FSP::bosch_0__s32::T1592,T1592,v4.0
e5_llama::AnnoCTR::RAG+FSP::bosch_10__s10::T1620,T1620,v4.0
e5_llama::AnnoCTR::RAG+FSP::bosch_10__s19::T1027,T1027,v4.0
e5_llama::AnnoCTR::RAG+FSP::bosch_10__s8::T1620,T1620,v4.0
e5_llama::AnnoCTR::RAG+FSP::bosch_11__s16::T1573,T1573,v4.0
e5_llama::AnnoCTR::RAG+FSP::bosch_11__s20::T1059,T1059,v4.0
e5_llama::AnnoCTR::RAG+FSP::bosch_12__s10::T1106,T1106,v4.0
e5_llama::AnnoCTR::RAG+FSP::bosch_12__s11::T1027,T1027,v4.0
e5_llama::AnnoCTR::RAG+FSP::bosch_12__s9::T1620,T1620,v4.0
e5_llama::AnnoCTR::RAG+FSP::bosch_13__s15::T1105,T1105,v4.0
e5_llama::AnnoCTR::RAG+FSP::bosch_13__s2::T1620,T1620,v4.0
e5_llama::AnnoCTR::RAG+FSP::bosch_13__s21::T1059,T1059,v4.0
e5_llama::AnnoCTR::RAG+FSP::bosch_13__s22::T1059,T1059,v4.0
e5_llama::AnnoCTR::RAG+FSP::bosch_13__s8::T1059,T1059,v4.0
e5_llama::AnnoCTR::RAG+FSP::bosch_13__s9::T1059,T1059,v4.0
e5_llama::AnnoCTR::RAG+FSP::bosch_14__s11::T1059,T1059,v4.0
e5_llama::AnnoCTR::RAG+FSP::bosch_14__s12::T1057,T1057,v4.0
e5_llama::AnnoCTR::RAG+FSP::bosch_14__s12::T1059,T1059,v4.0
e5_llama::AnnoCTR::RAG+FSP::bosch_14__s13::T1059,T1059,v4.0
e5_llama::AnnoCTR::RAG+FSP::bosch_14__s14::T1037,T1037,v4.0
e5_llama::AnnoCTR::RAG+FSP::bosch_14__s15::T1057,T1057,v4.0
e5_llama::AnnoCTR::RAG+FSP::bosch_14__s20::T1104,T1104,v4.0
e5_llama::AnnoCTR::RAG+FSP::bosch_14__s25::T1033,T1033,v4.0
e5_llama::AnnoCTR::RAG+FSP::bosch_14__s7::T1059,T1059,v4.0
e5_llama::AnnoCTR::RAG+FSP::bosch_14__s7::T1204,T1204,v4.0
e5_llama::AnnoCTR::RAG+FSP::bosch_14__s8::T1057,T1057,v4.0
e5_llama::AnnoCTR::RAG+FSP::bosch_14__s8::T1059,T1059,v4.0
e5_llama::AnnoCTR::RAG+FSP::bosch_14__s9::T1059,T1059,v4.0
e5_llama::AnnoCTR::RAG+FSP::bosch_15__s3::T1566,T1566,v4.0
e5_llama::AnnoCTR::RAG+FSP::bosch_15__s5::T1204,T1204,v4.0
e5_llama::AnnoCTR::RAG+FSP::bosch_15__s9::T1114,T1114,v4.0
e5_llama::AnnoCTR::RAG+FSP::bosch_16__s13::T1566,T1566,v4.0
e5_llama::AnnoCTR::RAG+FSP::bosch_17__s10::T1566,T1566,v4.0
e5_llama::AnnoCTR::RAG+FSP::bosch_17__s14::T1036,T1036,v4.0
e5_llama::AnnoCTR::RAG+FSP::bosch_17__s34::T1204,T1204,v4.0
e5_llama::AnnoCTR::RAG+FSP::bosch_17__s36::T1114,T1114,v4.0
e5_llama::AnnoCTR::RAG+FSP::bosch_17__s36::T1566,T1566,v4.0
e5_llama::AnnoCTR::RAG+FSP::bosch_17__s5::T1566,T1566,v4.0
e5_llama::AnnoCTR::RAG+FSP::bosch_18__s10::T1566,T1566,v4.0
e5_llama::AnnoCTR::RAG+FSP::bosch_18__s15::T1056,T1056,v4.0
e5_llama::AnnoCTR::RAG+FSP::bosch_18__s15::T1204,T1204,v4.0
e5_llama::AnnoCTR::RAG+FSP::bosch_19__s1::T1566,T1566,v4.0
e5_llama::AnnoCTR::RAG+FSP::bosch_19__s19::T1566,T1566,v4.0
e5_llama::AnnoCTR::RAG+FSP::bosch_19__s22::T1204,T1204,v4.0
e5_llama::AnnoCTR::RAG+FSP::bosch_19__s6::T1204,T1204,v4.0
e5_llama::AnnoCTR::RAG+FSP::bosch_1__s20::T1497,T1497,v4.0
e5_llama::AnnoCTR::RAG+FSP::bosch_1__s32::T1489,T1489,v4.0
e5_llama::AnnoCTR::RAG+FSP::bosch_1__s32::T1499,T1499,v4.0
e5_llama::AnnoCTR::RAG+FSP::bosch_1__s33::T1499,T1499,v4.0
e5_llama::AnnoCTR::RAG+FSP::bosch_20__s16::T1566,T1566,v4.0
e5_llama::AnnoCTR::RAG+FSP::bosch_20__s17::T1204,T1204,v4.0
e5_llama::AnnoCTR::RAG+FSP::bosch_20__s28::T1027,T1027,v4.0
e5_llama::AnnoCTR::RAG+FSP::bosch_20__s29::T1106,T1106,v4.0
e5_llama::AnnoCTR::RAG+FSP::bosch_20__s30::T1059,T1059,v4.0
e5_llama::AnnoCTR::RAG+FSP::bosch_20__s30::T1105,T1105,v4.0
e5_llama::AnnoCTR::RAG+FSP::bosch_20__s34::T1059,T1059,v4.0
e5_llama::AnnoCTR::RAG+FSP::bosch_20__s34::T1218,T1218,v4.0
e5_llama::AnnoCTR::RAG+FSP::bosch_20__s39::T1112,T1112,v4.0
e5_llama::AnnoCTR::RAG+FSP::bosch_21__s29::T1119,T1119,v4.0
e5_llama::AnnoCTR::RAG+FSP::bosch_22__s10::T1566,T1566,v4.0
e5_llama::AnnoCTR::RAG+FSP::bosch_22__s11::T1566,T1566,v4.0
e5_llama::AnnoCTR::RAG+FSP::bosch_22__s13::T1566,T1566,v4.0
e5_llama::AnnoCTR::RAG+FSP::bosch_22__s15::T1090,T1090,v4.0
e5_llama::AnnoCTR::RAG+FSP::bosch_22__s19::T1557,T1557,v4.0
e5_llama::AnnoCTR::RAG+FSP::bosch_22__s24::T1090,T1090,v4.0
e5_llama::AnnoCTR::RAG+FSP::bosch_22__s32::T1539,T1539,v4.0
e5_llama::AnnoCTR::RAG+FSP::bosch_22__s34::T1090,T1090,v4.0
e5_llama::AnnoCTR::RAG+FSP::bosch_22__s36::T1090,T1090,v4.0
e5_llama::AnnoCTR::RAG+FSP::bosch_22__s39::T1566,T1566,v4.0
e5_llama::AnnoCTR::RAG+FSP::bosch_22__s44::T1059,T1059,v4.0
e5_llama::AnnoCTR::RAG+FSP::bosch_23__s1::T1567,T1567,v4.0
e5_llama::AnnoCTR::RAG+FSP::bosch_23__s13::T1572,T1572,v4.0
e5_llama::AnnoCTR::RAG+FSP::bosch_23__s15::T1572,T1572,v4.0
e5_llama::AnnoCTR::RAG+FSP::bosch_23__s16::T1557,T1557,v4.0
e5_llama::AnnoCTR::RAG+FSP::bosch_23__s19::T1572,T1572,v4.0
e5_llama::AnnoCTR::RAG+FSP::bosch_23__s2::T1572,T1572,v4.0
e5_llama::AnnoCTR::RAG+FSP::bosch_23__s25::T1557,T1557,v4.0
e5_llama::AnnoCTR::RAG+FSP::bosch_23__s28::T1572,T1572,v4.0
e5_llama::AnnoCTR::RAG+FSP::bosch_24__s48::T1190,T1190,v4.0
e5_llama::AnnoCTR::RAG+FSP::bosch_24__s48::T1210,T1210,v4.0
e5_llama::AnnoCTR::RAG+FSP::bosch_25__s2::T1539,T1539,v4.0
e5_llama::AnnoCTR::RAG+FSP::bosch_25__s23::T1589,T1589,v4.0
e5_llama::AnnoCTR::RAG+FSP::bosch_25__s46::T1539,T1539,v4.0
e5_llama::AnnoCTR::RAG+FSP::bosch_25__s49::T1592,T1592,v4.0
e5_llama::AnnoCTR::RAG+FSP::bosch_25__s5::T1589,T1589,v4.0
e5_llama::AnnoCTR::RAG+FSP::bosch_26__s12::T1204,T1204,v4.0
e5_llama::AnnoCTR::RAG+FSP::bosch_26__s15::T1566,T1566,v4.0
e5_llama::AnnoCTR::RAG+FSP::bosch_26__s2::T1219,T1219,v4.0
e5_llama::AnnoCTR::RAG+FSP::bosch_26__s20::T1027,T1027,v4.0
e5_llama::AnnoCTR::RAG+FSP::bosch_26__s25::T1115,T1115,v4.0
e5_llama::AnnoCTR::RAG+FSP::bosch_26__s26::T1048,T1048,v4.0
e5_llama::AnnoCTR::RAG+FSP::bosch_26__s36::T1078,T1078,v4.0
e5_llama::AnnoCTR::RAG+FSP::bosch_26__s5::T1614,T1614,v4.0
e5_llama::AnnoCTR::RAG+FSP::bosch_26__s53::T1001,T1001,v4.0
e5_llama::AnnoCTR::RAG+FSP::bosch_26__s61::T1027,T1027,v4.0
e5_llama::AnnoCTR::RAG+FSP::bosch_26__s64::T1589,T1589,v4.0
e5_llama::AnnoCTR::RAG+FSP::bosch_26__s68::T1204,T1204,v4.0
e5_llama::AnnoCTR::RAG+FSP::bosch_26__s68::T1566,T1566,v4.0
e5_llama::AnnoCTR::RAG+FSP::bosch_26__s7::T1105,T1105,v4.0
e5_llama::AnnoCTR::RAG+FSP::bosch_26__s7::T1608,T1608,v4.0
e5_llama::AnnoCTR::RAG+FSP::bosch_26__s77::T1583,T1583,v4.0
